location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,ipc_phase,ipc_type,population_in_phase,population_fraction_in_phase,reference_period_start,reference_period_end
#country+code,#meta+has_hrp,#meta+in_gho,#adm1+name+provider,#adm2+name+provider,#adm1+code,#adm1+name,#adm2+code,#adm2+name,#adm+level,#severity+v_ipc,#period+v_ipc,#affected+num,#affected+pct,#date+start,#date+end
HTI,True,True,Nord,Nord ht03,,,,,2,3,current,70344,0.3,2022-09-01,2023-02-28
HTI,True,True,Nord,Nord ht03,,,,,2,4,current,46896,0.2,2022-09-01,2023-02-28
HTI,True,True,Nord,Nord ht03,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,all,current,87077,1.0,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,3+,current,47892,0.55,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,1,current,21769,0.25,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,2,current,17415,0.2,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,3,current,26123,0.3,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,4,current,21769,0.25,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht05,,,,,2,all,current,198551,1.0,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht05,,,,,2,3+,current,89348,0.45,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht05,,,,,2,1,current,49638,0.25,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht05,,,,,2,2,current,59565,0.3,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht05,,,,,2,3,current,59565,0.3,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht05,,,,,2,4,current,29783,0.15,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht05,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht06,,,,,2,all,current,120156,1.0,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht06,,,,,2,3+,current,48063,0.4,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht06,,,,,2,1,current,30039,0.25,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht06,,,,,2,2,current,42055,0.35,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht06,,,,,2,3,current,36047,0.3,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht06,,,,,2,4,current,12016,0.1,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht06,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht07,,,,,2,all,current,1005027,1.0,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht07,,,,,2,3+,current,452262,0.45,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht07,,,,,2,1,current,301508,0.3,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht07,,,,,2,2,current,251257,0.25,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht07,,,,,2,3,current,301508,0.3,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht07,,,,,2,4,current,150754,0.15,2022-09-01,2023-02-28
HTI,True,True,Ouest,Ouest ht07,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,all,current,168897,1.0,2022-09-01,2023-02-28
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,3+,current,76004,0.45,2022-09-01,2023-02-28
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,1,current,42224,0.25,2022-09-01,2023-02-28
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,2,current,50669,0.3,2022-09-01,2023-02-28
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,3,current,50669,0.3,2022-09-01,2023-02-28
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,4,current,25335,0.15,2022-09-01,2023-02-28
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Port au Prince,Port au Prince P+TP,,,,,2,all,current,955459,1.0,2022-09-01,2023-02-28
HTI,True,True,Port au Prince,Port au Prince P+TP,,,,,2,3+,current,477730,0.5,2022-09-01,2023-02-28
HTI,True,True,Port au Prince,Port au Prince P+TP,,,,,2,1,current,143319,0.15,2022-09-01,2023-02-28
HTI,True,True,Port au Prince,Port au Prince P+TP,,,,,2,2,current,334411,0.35,2022-09-01,2023-02-28
HTI,True,True,Port au Prince,Port au Prince P+TP,,,,,2,3,current,286638,0.3,2022-09-01,2023-02-28
HTI,True,True,Port au Prince,Port au Prince P+TP,,,,,2,4,current,191092,0.2,2022-09-01,2023-02-28
HTI,True,True,Port au Prince,Port au Prince P+TP,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht01,,,,,2,all,current,370071,1.0,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht01,,,,,2,3+,current,166532,0.45,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht01,,,,,2,1,current,92518,0.25,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht01,,,,,2,2,current,111021,0.3,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht01,,,,,2,3,current,111021,0.3,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht01,,,,,2,4,current,55511,0.15,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht01,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht07,,,,,2,all,current,213716,1.0,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht07,,,,,2,3+,current,96172,0.45,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht07,,,,,2,1,current,64115,0.3,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht07,,,,,2,2,current,53429,0.25,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht07,,,,,2,3,current,53429,0.25,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht07,,,,,2,4,current,42743,0.2,2022-09-01,2023-02-28
HTI,True,True,Sud-Est,Sud-est ht07,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht01,,,,,2,all,current,94602,1.0,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht01,,,,,2,3+,current,42571,0.45,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht01,,,,,2,1,current,23651,0.25,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht01,,,,,2,2,current,28381,0.3,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht01,,,,,2,3,current,28381,0.3,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht01,,,,,2,4,current,14190,0.15,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht01,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht07,,,,,2,all,current,399618,1.0,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht07,,,,,2,3+,current,179828,0.45,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht07,,,,,2,1,current,119885,0.3,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht07,,,,,2,2,current,99905,0.25,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht07,,,,,2,3,current,119885,0.3,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht07,,,,,2,4,current,59943,0.15,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht07,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht08,,,,,2,all,current,226223,1.0,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht08,,,,,2,3+,current,124423,0.55,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht08,,,,,2,1,current,45245,0.2,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht08,,,,,2,2,current,56556,0.25,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht08,,,,,2,3,current,67867,0.3,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht08,,,,,2,4,current,56556,0.25,2022-09-01,2023-02-28
HTI,True,True,Sud,Sud ht08,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Sud,Ville des Cayes,,,,,2,all,current,86780,1.0,2022-09-01,2023-02-28
HTI,True,True,Sud,Ville des Cayes,,,,,2,3+,current,39051,0.45,2022-09-01,2023-02-28
HTI,True,True,Sud,Ville des Cayes,,,,,2,1,current,21695,0.25,2022-09-01,2023-02-28
HTI,True,True,Sud,Ville des Cayes,,,,,2,2,current,26034,0.3,2022-09-01,2023-02-28
HTI,True,True,Sud,Ville des Cayes,,,,,2,3,current,26034,0.3,2022-09-01,2023-02-28
HTI,True,True,Sud,Ville des Cayes,,,,,2,4,current,13017,0.15,2022-09-01,2023-02-28
HTI,True,True,Sud,Ville des Cayes,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Tabarre,Tabarre P+TP,,,,,2,all,current,31556,1.0,2022-09-01,2023-02-28
HTI,True,True,Tabarre,Tabarre P+TP,,,,,2,3+,current,12622,0.4,2022-09-01,2023-02-28
HTI,True,True,Tabarre,Tabarre P+TP,,,,,2,1,current,7889,0.25,2022-09-01,2023-02-28
HTI,True,True,Tabarre,Tabarre P+TP,,,,,2,2,current,11045,0.35,2022-09-01,2023-02-28
HTI,True,True,Tabarre,Tabarre P+TP,,,,,2,3,current,7889,0.25,2022-09-01,2023-02-28
HTI,True,True,Tabarre,Tabarre P+TP,,,,,2,4,current,4733,0.15,2022-09-01,2023-02-28
HTI,True,True,Tabarre,Tabarre P+TP,,,,,2,5,current,0,0.0,2022-09-01,2023-02-28
HTI,True,True,Artibonite,Artibonite_ht01,,,,,2,all,first projection,629383,1.0,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite_ht01,,,,,2,3+,first projection,251753,0.4,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite_ht01,,,,,2,1,first projection,188815,0.3,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite_ht01,,,,,2,2,first projection,188815,0.3,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite_ht01,,,,,2,3,first projection,188815,0.3,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite_ht01,,,,,2,4,first projection,62938,0.1,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite_ht01,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht03,,,,,2,all,first projection,401532,1.0,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht03,,,,,2,3+,first projection,220843,0.55,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht03,,,,,2,1,first projection,100383,0.25,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht03,,,,,2,2,first projection,80306,0.2,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht03,,,,,2,3,first projection,160613,0.4,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht03,,,,,2,4,first projection,60230,0.15,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht03,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht04,,,,,2,all,first projection,458065,1.0,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht04,,,,,2,3+,first projection,206130,0.45,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht04,,,,,2,1,first projection,137420,0.3,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht04,,,,,2,2,first projection,114516,0.25,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht04,,,,,2,3,first projection,137420,0.3,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht04,,,,,2,4,first projection,68710,0.15,2022-03-01,2022-06-30
HTI,True,True,Artibonite,Artibonite ht04,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Centre,Bas plateau ht03,,,,,2,all,first projection,361537,1.0,2022-03-01,2022-06-30
HTI,True,True,Centre,Bas plateau ht03,,,,,2,3+,first projection,162692,0.45,2022-03-01,2022-06-30
HTI,True,True,Centre,Bas plateau ht03,,,,,2,1,first projection,126538,0.35,2022-03-01,2022-06-30
HTI,True,True,Centre,Bas plateau ht03,,,,,2,2,first projection,72307,0.2,2022-03-01,2022-06-30
HTI,True,True,Centre,Bas plateau ht03,,,,,2,3,first projection,108461,0.3,2022-03-01,2022-06-30
HTI,True,True,Centre,Bas plateau ht03,,,,,2,4,first projection,54231,0.15,2022-03-01,2022-06-30
HTI,True,True,Centre,Bas plateau ht03,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Centre,Haut plateau ht03,,,,,2,all,first projection,346064,1.0,2022-03-01,2022-06-30
HTI,True,True,Centre,Haut plateau ht03,,,,,2,3+,first projection,190335,0.55,2022-03-01,2022-06-30
HTI,True,True,Centre,Haut plateau ht03,,,,,2,1,first projection,86516,0.25,2022-03-01,2022-06-30
HTI,True,True,Centre,Haut plateau ht03,,,,,2,2,first projection,69213,0.2,2022-03-01,2022-06-30
HTI,True,True,Centre,Haut plateau ht03,,,,,2,3,first projection,121122,0.35,2022-03-01,2022-06-30
HTI,True,True,Centre,Haut plateau ht03,,,,,2,4,first projection,69213,0.2,2022-03-01,2022-06-30
HTI,True,True,Centre,Haut plateau ht03,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,all,first projection,343327,1.0,2022-03-01,2022-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,3+,first projection,137331,0.4,2022-03-01,2022-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,1,first projection,85832,0.25,2022-03-01,2022-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,2,first projection,120164,0.35,2022-03-01,2022-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,3,first projection,85832,0.25,2022-03-01,2022-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,4,first projection,51499,0.15,2022-03-01,2022-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,all,first projection,384124,1.0,2022-03-01,2022-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,3+,first projection,249681,0.65,2022-03-01,2022-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,1,first projection,57619,0.15,2022-03-01,2022-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,2,first projection,76825,0.2,2022-03-01,2022-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,3,first projection,172856,0.45,2022-03-01,2022-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,4,first projection,76825,0.2,2022-03-01,2022-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Croix des Bouquets,Croix de Bouquet P+ TP,,,,,2,all,first projection,78005,1.0,2022-03-01,2022-06-30
HTI,True,True,Croix des Bouquets,Croix de Bouquet P+ TP,,,,,2,3+,first projection,31203,0.4,2022-03-01,2022-06-30
HTI,True,True,Croix des Bouquets,Croix de Bouquet P+ TP,,,,,2,1,first projection,27302,0.35,2022-03-01,2022-06-30
HTI,True,True,Croix des Bouquets,Croix de Bouquet P+ TP,,,,,2,2,first projection,19501,0.25,2022-03-01,2022-06-30
HTI,True,True,Croix des Bouquets,Croix de Bouquet P+ TP,,,,,2,3,first projection,23402,0.3,2022-03-01,2022-06-30
HTI,True,True,Croix des Bouquets,Croix de Bouquet P+ TP,,,,,2,4,first projection,7801,0.1,2022-03-01,2022-06-30
HTI,True,True,Croix des Bouquets,Croix de Bouquet P+ TP,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Delmas,Delmas P+TP,,,,,2,all,first projection,357728,1.0,2022-03-01,2022-06-30
HTI,True,True,Delmas,Delmas P+TP,,,,,2,3+,first projection,160977,0.45,2022-03-01,2022-06-30
HTI,True,True,Delmas,Delmas P+TP,,,,,2,1,first projection,89432,0.25,2022-03-01,2022-06-30
HTI,True,True,Delmas,Delmas P+TP,,,,,2,2,first projection,107318,0.3,2022-03-01,2022-06-30
HTI,True,True,Delmas,Delmas P+TP,,,,,2,3,first projection,143091,0.4,2022-03-01,2022-06-30
HTI,True,True,Delmas,Delmas P+TP,,,,,2,4,first projection,17886,0.05,2022-03-01,2022-06-30
HTI,True,True,Delmas,Delmas P+TP,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht07,,,,,2,all,first projection,153652,1.0,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht07,,,,,2,3+,first projection,76826,0.5,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht07,,,,,2,1,first projection,30730,0.2,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht07,,,,,2,2,first projection,46096,0.3,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht07,,,,,2,3,first projection,61461,0.4,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht07,,,,,2,4,first projection,15365,0.1,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht07,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht08,,,,,2,all,first projection,267852,1.0,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht08,,,,,2,3+,first projection,147319,0.55,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht08,,,,,2,1,first projection,53570,0.2,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht08,,,,,2,2,first projection,66963,0.25,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht08,,,,,2,3,first projection,107141,0.4,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht08,,,,,2,4,first projection,40178,0.15,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Grande-anse ht08,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Ville de Jérémie,,,,,2,all,first projection,42388,1.0,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Ville de Jérémie,,,,,2,3+,first projection,16955,0.4,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Ville de Jérémie,,,,,2,1,first projection,12716,0.3,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Ville de Jérémie,,,,,2,2,first projection,12716,0.3,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Ville de Jérémie,,,,,2,3,first projection,12716,0.3,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Ville de Jérémie,,,,,2,4,first projection,4239,0.1,2022-03-01,2022-06-30
HTI,True,True,Grand-Anse,Ville de Jérémie,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht01,,,,,2,all,first projection,157903,1.0,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht01,,,,,2,3+,first projection,55266,0.35,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht01,,,,,2,1,first projection,47371,0.3,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht01,,,,,2,2,first projection,55266,0.35,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht01,,,,,2,3,first projection,39476,0.25,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht01,,,,,2,4,first projection,15790,0.1,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht01,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht07,,,,,2,all,first projection,167769,1.0,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht07,,,,,2,3+,first projection,67108,0.4,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht07,,,,,2,1,first projection,41942,0.25,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht07,,,,,2,2,first projection,58719,0.35,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht07,,,,,2,3,first projection,50331,0.3,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht07,,,,,2,4,first projection,16777,0.1,2022-03-01,2022-06-30
HTI,True,True,Nippes,Nippes ht07,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Nord-Est,Nord-est ht02,,,,,2,all,first projection,393967,1.0,2022-03-01,2022-06-30
HTI,True,True,Nord-Est,Nord-est ht02,,,,,2,3+,first projection,196983,0.5,2022-03-01,2022-06-30
HTI,True,True,Nord-Est,Nord-est ht02,,,,,2,1,first projection,98492,0.25,2022-03-01,2022-06-30
HTI,True,True,Nord-Est,Nord-est ht02,,,,,2,2,first projection,98492,0.25,2022-03-01,2022-06-30
HTI,True,True,Nord-Est,Nord-est ht02,,,,,2,3,first projection,137888,0.35,2022-03-01,2022-06-30
HTI,True,True,Nord-Est,Nord-est ht02,,,,,2,4,first projection,59095,0.15,2022-03-01,2022-06-30
HTI,True,True,Nord-Est,Nord-est ht02,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht02,,,,,2,all,first projection,563661,1.0,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht02,,,,,2,3+,first projection,281830,0.5,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht02,,,,,2,1,first projection,140915,0.25,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht02,,,,,2,2,first projection,140915,0.25,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht02,,,,,2,3,first projection,197281,0.35,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht02,,,,,2,4,first projection,84549,0.15,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht02,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht03,,,,,2,all,first projection,234480,1.0,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht03,,,,,2,3+,first projection,117240,0.5,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht03,,,,,2,1,first projection,70344,0.3,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht03,,,,,2,2,first projection,46896,0.2,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht03,,,,,2,3,first projection,82068,0.35,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht03,,,,,2,4,first projection,35172,0.15,2022-03-01,2022-06-30
HTI,True,True,Nord,Nord ht03,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht01,,,,,2,all,first projection,330098,1.0,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht01,,,,,2,3+,first projection,181554,0.55,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht01,,,,,2,1,first projection,66020,0.2,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht01,,,,,2,2,first projection,82525,0.25,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht01,,,,,2,3,first projection,99029,0.3,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht01,,,,,2,4,first projection,82525,0.25,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht01,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht02,,,,,2,all,first projection,277489,1.0,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht02,,,,,2,3+,first projection,97121,0.35,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht02,,,,,2,1,first projection,97121,0.35,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht02,,,,,2,2,first projection,83247,0.3,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht02,,,,,2,3,first projection,83247,0.3,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht02,,,,,2,4,first projection,13874,0.05,2022-03-01,2022-06-30
HTI,True,True,Nord-Ouest,Nord-ouest ht02,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht06,,,,,2,all,first projection,120156,1.0,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht06,,,,,2,3+,first projection,48063,0.4,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht06,,,,,2,1,first projection,48062,0.4,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht06,,,,,2,2,first projection,24031,0.2,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht06,,,,,2,3,first projection,36047,0.3,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht06,,,,,2,4,first projection,12016,0.1,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht06,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,all,first projection,87077,1.0,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,3+,first projection,47893,0.55,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,1,first projection,21769,0.25,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,2,first projection,17415,0.2,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,3,first projection,34831,0.4,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,4,first projection,13062,0.15,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest_ht01-la gonave,,,,,2,5,first projection,0,0.0,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht05,,,,,2,all,first projection,198551,1.0,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht05,,,,,2,3+,first projection,89348,0.45,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht05,,,,,2,1,first projection,49638,0.25,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht05,,,,,2,2,first projection,59565,0.3,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht05,,,,,2,3,first projection,59565,0.3,2022-03-01,2022-06-30
HTI,True,True,Ouest,Ouest ht05,,,,,2,4,first projection,29783,0.15,2022-03-01,2022-06-30
