location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,ipc_phase,ipc_type,population_in_phase,population_fraction_in_phase,reference_period_start,reference_period_end
#country+code,#meta+has_hrp,#meta+in_gho,#adm1+name+provider,#adm2+name+provider,#adm1+code,#adm1+name,#adm2+code,#adm2+name,#adm+level,#severity+v_ipc,#period+v_ipc,#affected+num,#affected+pct,#date+start,#date+end
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,3+,current,155209,0.37,2018-10-01,2019-02-28
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,1,current,155209,0.37,2018-10-01,2019-02-28
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,2,current,111086,0.26,2018-10-01,2019-02-28
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,3,current,113059,0.27,2018-10-01,2019-02-28
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,4,current,42150,0.1,2018-10-01,2019-02-28
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,5,current,0,0.0,2018-10-01,2019-02-28
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,all,first projection,421504,1.0,2019-03-01,2019-06-30
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,3+,first projection,197359,0.47,2019-03-01,2019-06-30
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,1,first projection,91983,0.22,2019-03-01,2019-06-30
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,2,first projection,132161,0.31,2019-03-01,2019-06-30
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,3,first projection,134134,0.32,2019-03-01,2019-06-30
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,4,first projection,63226,0.15,2019-03-01,2019-06-30
HTI,True,True,Grande-Anse,,HT08,Grande'Anse,,,1,5,first projection,0,0.0,2019-03-01,2019-06-30
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,all,current,994085,1.0,2018-10-01,2019-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,3+,current,290135,0.29,2018-10-01,2019-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,1,current,359918,0.36,2018-10-01,2019-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,2,current,344032,0.35,2018-10-01,2019-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,3,current,222791,0.22,2018-10-01,2019-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,4,current,67344,0.07,2018-10-01,2019-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,5,current,0,0.0,2018-10-01,2019-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,all,first projection,994085,1.0,2019-03-01,2019-06-30
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,3+,first projection,282670,0.29,2019-03-01,2019-06-30
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,1,first projection,348613,0.35,2019-03-01,2019-06-30
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,2,first projection,362802,0.36,2019-03-01,2019-06-30
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,3,first projection,218016,0.22,2019-03-01,2019-06-30
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,4,first projection,64654,0.07,2019-03-01,2019-06-30
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,5,first projection,0,0.0,2019-03-01,2019-06-30
HTI,True,True,Sud-Est,,HT02,South-East,,,1,all,current,583787,1.0,2018-10-01,2019-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,3+,current,233515,0.4,2018-10-01,2019-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,1,current,175136,0.3,2018-10-01,2019-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,2,current,175136,0.3,2018-10-01,2019-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,3,current,204325,0.35,2018-10-01,2019-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,4,current,29189,0.05,2018-10-01,2019-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,5,current,0,0.0,2018-10-01,2019-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,all,first projection,583787,1.0,2019-03-01,2019-06-30
HTI,True,True,Sud-Est,,HT02,South-East,,,1,3+,first projection,249465,0.43,2019-03-01,2019-06-30
HTI,True,True,Sud-Est,,HT02,South-East,,,1,1,first projection,175136,0.3,2019-03-01,2019-06-30
HTI,True,True,Sud-Est,,HT02,South-East,,,1,2,first projection,159186,0.27,2019-03-01,2019-06-30
HTI,True,True,Sud-Est,,HT02,South-East,,,1,3,first projection,208600,0.36,2019-03-01,2019-06-30
HTI,True,True,Sud-Est,,HT02,South-East,,,1,4,first projection,40865,0.07,2019-03-01,2019-06-30
HTI,True,True,Sud-Est,,HT02,South-East,,,1,5,first projection,0,0.0,2019-03-01,2019-06-30
HTI,True,True,Sud,,HT07,South,,,1,all,current,686934,1.0,2018-10-01,2019-02-28
HTI,True,True,Sud,,HT07,South,,,1,3+,current,157417,0.23,2018-10-01,2019-02-28
HTI,True,True,Sud,,HT07,South,,,1,1,current,277779,0.4,2018-10-01,2019-02-28
HTI,True,True,Sud,,HT07,South,,,1,2,current,251738,0.37,2018-10-01,2019-02-28
HTI,True,True,Sud,,HT07,South,,,1,3,current,130393,0.19,2018-10-01,2019-02-28
HTI,True,True,Sud,,HT07,South,,,1,4,current,27025,0.04,2018-10-01,2019-02-28
HTI,True,True,Sud,,HT07,South,,,1,5,current,0,0.0,2018-10-01,2019-02-28
HTI,True,True,Sud,,HT07,South,,,1,all,first projection,686934,1.0,2019-03-01,2019-06-30
HTI,True,True,Sud,,HT07,South,,,1,3+,first projection,203816,0.29,2019-03-01,2019-06-30
HTI,True,True,Sud,,HT07,South,,,1,1,first projection,206493,0.3,2019-03-01,2019-06-30
HTI,True,True,Sud,,HT07,South,,,1,2,first projection,276625,0.4,2019-03-01,2019-06-30
HTI,True,True,Sud,,HT07,South,,,1,3,first projection,153428,0.22,2019-03-01,2019-06-30
HTI,True,True,Sud,,HT07,South,,,1,4,first projection,50388,0.07,2019-03-01,2019-06-30
HTI,True,True,Sud,,HT07,South,,,1,5,first projection,0,0.0,2019-03-01,2019-06-30
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,all,current,607587,1.0,2018-10-01,2019-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,3+,current,187589,0.31,2018-10-01,2019-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,1,current,191509,0.32,2018-10-01,2019-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,2,current,228490,0.38,2018-10-01,2019-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,3,current,155487,0.26,2018-10-01,2019-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,4,current,32102,0.05,2018-10-01,2019-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,5,current,0,0.0,2018-10-01,2019-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,all,first projection,607587,1.0,2019-03-01,2019-06-30
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,3+,first projection,215719,0.35,2019-03-01,2019-06-30
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,1,first projection,184907,0.3,2019-03-01,2019-06-30
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,2,first projection,206961,0.34,2019-03-01,2019-06-30
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,3,first projection,171465,0.28,2019-03-01,2019-06-30
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,4,first projection,44254,0.07,2019-03-01,2019-06-30
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,5,first projection,0,0.0,2019-03-01,2019-06-30
HTI,True,True,Centre,,HT06,Centre,,,1,all,current,707601,1.0,2018-10-01,2019-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,3+,current,247660,0.35,2018-10-01,2019-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,1,current,212280,0.3,2018-10-01,2019-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,2,current,247660,0.35,2018-10-01,2019-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,3,current,212280,0.3,2018-10-01,2019-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,4,current,35380,0.05,2018-10-01,2019-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,5,current,0,0.0,2018-10-01,2019-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,all,first projection,707601,1.0,2019-03-01,2019-06-30
HTI,True,True,Centre,,HT06,Centre,,,1,3+,first projection,283040,0.4,2019-03-01,2019-06-30
HTI,True,True,Centre,,HT06,Centre,,,1,1,first projection,191052,0.27,2019-03-01,2019-06-30
HTI,True,True,Centre,,HT06,Centre,,,1,2,first projection,233508,0.33,2019-03-01,2019-06-30
HTI,True,True,Centre,,HT06,Centre,,,1,3,first projection,226432,0.32,2019-03-01,2019-06-30
HTI,True,True,Centre,,HT06,Centre,,,1,4,first projection,56608,0.08,2019-03-01,2019-06-30
HTI,True,True,Centre,,HT06,Centre,,,1,5,first projection,0,0.0,2019-03-01,2019-06-30
HTI,True,True,Nippes,,HT10,Nippes,,,1,all,current,325672,1.0,2018-10-01,2019-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,3+,current,108459,0.33,2018-10-01,2019-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,1,current,102932,0.32,2018-10-01,2019-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,2,current,114281,0.35,2018-10-01,2019-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,3,current,92175,0.28,2018-10-01,2019-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,4,current,16284,0.05,2018-10-01,2019-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,5,current,0,0.0,2018-10-01,2019-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,all,first projection,325672,1.0,2019-03-01,2019-06-30
HTI,True,True,Nippes,,HT10,Nippes,,,1,3+,first projection,108459,0.33,2019-03-01,2019-06-30
HTI,True,True,Nippes,,HT10,Nippes,,,1,1,first projection,98195,0.3,2019-03-01,2019-06-30
HTI,True,True,Nippes,,HT10,Nippes,,,1,2,first projection,119018,0.37,2019-03-01,2019-06-30
HTI,True,True,Nippes,,HT10,Nippes,,,1,3,first projection,90596,0.28,2019-03-01,2019-06-30
HTI,True,True,Nippes,,HT10,Nippes,,,1,4,first projection,17863,0.05,2019-03-01,2019-06-30
HTI,True,True,Nippes,,HT10,Nippes,,,1,5,first projection,0,0.0,2019-03-01,2019-06-30
HTI,True,True,Grand-Anse,,HT08,Grande'Anse,,,1,all,current,421504,1.0,2017-10-01,2018-02-28
HTI,True,True,Grand-Anse,,HT08,Grande'Anse,,,1,3+,current,77843,0.19,2017-10-01,2018-02-28
HTI,True,True,Grand-Anse,,HT08,Grande'Anse,,,1,1,current,209527,0.5,2017-10-01,2018-02-28
HTI,True,True,Grand-Anse,,HT08,Grande'Anse,,,1,2,current,124167,0.29,2017-10-01,2018-02-28
HTI,True,True,Grand-Anse,,HT08,Grande'Anse,,,1,3,current,61731,0.15,2017-10-01,2018-02-28
HTI,True,True,Grand-Anse,,HT08,Grande'Anse,,,1,4,current,16113,0.04,2017-10-01,2018-02-28
HTI,True,True,Grand-Anse,,HT08,Grande'Anse,,,1,5,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Sud,,HT07,South,,,1,all,current,686934,1.0,2017-10-01,2018-02-28
HTI,True,True,Sud,,HT07,South,,,1,3+,current,123525,0.18,2017-10-01,2018-02-28
HTI,True,True,Sud,,HT07,South,,,1,1,current,346922,0.51,2017-10-01,2018-02-28
HTI,True,True,Sud,,HT07,South,,,1,2,current,206409,0.3,2017-10-01,2018-02-28
HTI,True,True,Sud,,HT07,South,,,1,3,current,120317,0.18,2017-10-01,2018-02-28
HTI,True,True,Sud,,HT07,South,,,1,4,current,3208,0.0,2017-10-01,2018-02-28
HTI,True,True,Sud,,HT07,South,,,1,5,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,all,current,325672,1.0,2017-10-01,2018-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,3+,current,47568,0.15,2017-10-01,2018-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,1,current,182376,0.56,2017-10-01,2018-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,2,current,87635,0.27,2017-10-01,2018-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,3,current,47568,0.15,2017-10-01,2018-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,4,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Nippes,,HT10,Nippes,,,1,5,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,all,current,859597,1.0,2017-10-01,2018-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,3+,current,149581,0.18,2017-10-01,2018-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,1,current,271056,0.32,2017-10-01,2018-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,2,current,426349,0.5,2017-10-01,2018-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,3,current,145001,0.17,2017-10-01,2018-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,4,current,4581,0.01,2017-10-01,2018-02-28
HTI,True,True,Artibonite,,HT05,Artibonite,,,1,5,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Ouest,,HT01,West,,,1,all,current,2068084,1.0,2017-10-01,2018-02-28
HTI,True,True,Ouest,,HT01,West,,,1,3+,current,316973,0.16,2017-10-01,2018-02-28
HTI,True,True,Ouest,,HT01,West,,,1,1,current,813912,0.39,2017-10-01,2018-02-28
HTI,True,True,Ouest,,HT01,West,,,1,2,current,912052,0.44,2017-10-01,2018-02-28
HTI,True,True,Ouest,,HT01,West,,,1,3,current,280036,0.14,2017-10-01,2018-02-28
HTI,True,True,Ouest,,HT01,West,,,1,4,current,36937,0.02,2017-10-01,2018-02-28
HTI,True,True,Ouest,,HT01,West,,,1,5,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,all,current,583787,1.0,2017-10-01,2018-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,3+,current,66511,0.11,2017-10-01,2018-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,1,current,264527,0.45,2017-10-01,2018-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,2,current,241074,0.41,2017-10-01,2018-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,3,current,66511,0.11,2017-10-01,2018-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,4,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Sud-Est,,HT02,South-East,,,1,5,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,all,current,607587,1.0,2017-10-01,2018-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,3+,current,92716,0.15,2017-10-01,2018-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,1,current,280687,0.46,2017-10-01,2018-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,2,current,222032,0.37,2017-10-01,2018-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,3,current,92716,0.15,2017-10-01,2018-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,4,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Nord-Ouest,,HT09,North-West,,,1,5,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Nord,,HT03,North,,,1,all,current,798141,1.0,2017-10-01,2018-02-28
HTI,True,True,Nord,,HT03,North,,,1,3+,current,151647,0.19,2017-10-01,2018-02-28
HTI,True,True,Nord,,HT03,North,,,1,1,current,263387,0.33,2017-10-01,2018-02-28
HTI,True,True,Nord,,HT03,North,,,1,2,current,375126,0.47,2017-10-01,2018-02-28
HTI,True,True,Nord,,HT03,North,,,1,3,current,151647,0.19,2017-10-01,2018-02-28
HTI,True,True,Nord,,HT03,North,,,1,4,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Nord,,HT03,North,,,1,5,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Nord-Est,,HT04,North-East,,,1,all,current,367038,1.0,2017-10-01,2018-02-28
HTI,True,True,Nord-Est,,HT04,North-East,,,1,3+,current,113782,0.31,2017-10-01,2018-02-28
HTI,True,True,Nord-Est,,HT04,North-East,,,1,1,current,99100,0.27,2017-10-01,2018-02-28
HTI,True,True,Nord-Est,,HT04,North-East,,,1,2,current,154156,0.42,2017-10-01,2018-02-28
HTI,True,True,Nord-Est,,HT04,North-East,,,1,3,current,80748,0.22,2017-10-01,2018-02-28
HTI,True,True,Nord-Est,,HT04,North-East,,,1,4,current,33033,0.09,2017-10-01,2018-02-28
HTI,True,True,Nord-Est,,HT04,North-East,,,1,5,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,all,current,707601,1.0,2017-10-01,2018-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,3+,current,134444,0.19,2017-10-01,2018-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,1,current,247660,0.35,2017-10-01,2018-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,2,current,304268,0.43,2017-10-01,2018-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,3,current,113216,0.16,2017-10-01,2018-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,4,current,21228,0.03,2017-10-01,2018-02-28
HTI,True,True,Centre,,HT06,Centre,,,1,5,current,0,0.0,2017-10-01,2018-02-28
HTI,True,True,Artibonite,Artibonite HT04,,,,,2,all,first projection,467251,1.0,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT04,,,,,2,3+,first projection,233626,0.5,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT04,,,,,2,1,first projection,116813,0.25,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT04,,,,,2,2,first projection,116813,0.25,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT04,,,,,2,3,first projection,163538,0.35,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT04,,,,,2,4,first projection,70088,0.15,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT04,,,,,2,5,first projection,0,0.0,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT03,,,,,2,all,first projection,455009,1.0,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT03,,,,,2,3+,first projection,227505,0.5,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT03,,,,,2,1,first projection,113752,0.25,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT03,,,,,2,2,first projection,113752,0.25,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT03,,,,,2,3,first projection,136503,0.3,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT03,,,,,2,4,first projection,91002,0.2,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite HT03,,,,,2,5,first projection,0,0.0,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite_HT01+HT05+HT08,,,,,2,all,first projection,744810,1.0,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite_HT01+HT05+HT08,,,,,2,3+,first projection,372405,0.5,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite_HT01+HT05+HT08,,,,,2,1,first projection,148962,0.2,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite_HT01+HT05+HT08,,,,,2,2,first projection,223443,0.3,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite_HT01+HT05+HT08,,,,,2,3,first projection,223443,0.3,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite_HT01+HT05+HT08,,,,,2,4,first projection,148962,0.2,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Artibonite_HT01+HT05+HT08,,,,,2,5,first projection,0,0.0,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Ville des Gonaives,,,,,2,all,first projection,238709,1.0,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Ville des Gonaives,,,,,2,3+,first projection,107419,0.45,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Ville des Gonaives,,,,,2,1,first projection,47742,0.2,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Ville des Gonaives,,,,,2,2,first projection,83548,0.35,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Ville des Gonaives,,,,,2,3,first projection,83548,0.35,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Ville des Gonaives,,,,,2,4,first projection,23871,0.1,2025-03-01,2025-06-30
HTI,True,True,Artibonite,Ville des Gonaives,,,,,2,5,first projection,0,0.0,2025-03-01,2025-06-30
HTI,True,True,Centre,Bas plateau HT03,,,,,2,all,first projection,424639,1.0,2025-03-01,2025-06-30
HTI,True,True,Centre,Bas plateau HT03,,,,,2,3+,first projection,233552,0.55,2025-03-01,2025-06-30
HTI,True,True,Centre,Bas plateau HT03,,,,,2,1,first projection,84928,0.2,2025-03-01,2025-06-30
HTI,True,True,Centre,Bas plateau HT03,,,,,2,2,first projection,106160,0.25,2025-03-01,2025-06-30
HTI,True,True,Centre,Bas plateau HT03,,,,,2,3,first projection,169856,0.4,2025-03-01,2025-06-30
HTI,True,True,Centre,Bas plateau HT03,,,,,2,4,first projection,63696,0.15,2025-03-01,2025-06-30
HTI,True,True,Centre,Bas plateau HT03,,,,,2,5,first projection,0,0.0,2025-03-01,2025-06-30
HTI,True,True,Centre,Haut plateau HT04,,,,,2,all,first projection,451847,1.0,2025-03-01,2025-06-30
HTI,True,True,Centre,Haut plateau HT04,,,,,2,3+,first projection,203331,0.45,2025-03-01,2025-06-30
HTI,True,True,Centre,Haut plateau HT04,,,,,2,1,first projection,112962,0.25,2025-03-01,2025-06-30
HTI,True,True,Centre,Haut plateau HT04,,,,,2,2,first projection,135554,0.3,2025-03-01,2025-06-30
HTI,True,True,Centre,Haut plateau HT04,,,,,2,3,first projection,135554,0.3,2025-03-01,2025-06-30
HTI,True,True,Centre,Haut plateau HT04,,,,,2,4,first projection,67777,0.15,2025-03-01,2025-06-30
HTI,True,True,Centre,Haut plateau HT04,,,,,2,5,first projection,0,0.0,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT07,,,,,2,all,first projection,196353,1.0,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT07,,,,,2,3+,first projection,117812,0.6,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT07,,,,,2,1,first projection,39271,0.2,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT07,,,,,2,2,first projection,39271,0.2,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT07,,,,,2,3,first projection,68724,0.35,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT07,,,,,2,4,first projection,49088,0.25,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT07,,,,,2,5,first projection,0,0.0,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT08+Jérémie,,,,,2,all,first projection,402093,1.0,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT08+Jérémie,,,,,2,3+,first projection,221151,0.55,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT08+Jérémie,,,,,2,1,first projection,80419,0.2,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT08+Jérémie,,,,,2,2,first projection,100523,0.25,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT08+Jérémie,,,,,2,3,first projection,120628,0.3,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT08+Jérémie,,,,,2,4,first projection,100523,0.25,2025-03-01,2025-06-30
HTI,True,True,Grand-Anse,Grande-anse HT08+Jérémie,,,,,2,5,first projection,0,0.0,2025-03-01,2025-06-30
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,all,first projection,196207,1.0,2025-03-01,2025-06-30
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,3+,first projection,78483,0.4,2025-03-01,2025-06-30
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,1,first projection,58862,0.3,2025-03-01,2025-06-30
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,2,first projection,58862,0.3,2025-03-01,2025-06-30
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,3,first projection,49052,0.25,2025-03-01,2025-06-30
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,4,first projection,29431,0.15,2025-03-01,2025-06-30
HTI,True,True,Petion-Ville,Petion Ville P+TP,,,,,2,5,first projection,0,0.0,2025-03-01,2025-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,all,first projection,290666,1.0,2025-03-01,2025-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,3+,first projection,145333,0.5,2025-03-01,2025-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,1,first projection,58133,0.2,2025-03-01,2025-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,2,first projection,87200,0.3,2025-03-01,2025-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,3,first projection,87200,0.3,2025-03-01,2025-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,4,first projection,58133,0.2,2025-03-01,2025-06-30
HTI,True,True,Cite Soleil,Cite Soleil P_TP,,,,,2,5,first projection,0,0.0,2025-03-01,2025-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,all,first projection,260280,1.0,2025-03-01,2025-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,3+,first projection,104112,0.4,2025-03-01,2025-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,1,first projection,78084,0.3,2025-03-01,2025-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,2,first projection,78084,0.3,2025-03-01,2025-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,3,first projection,78084,0.3,2025-03-01,2025-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,4,first projection,26028,0.1,2025-03-01,2025-06-30
HTI,True,True,Carrefour,Carrefour_P+TP,,,,,2,5,first projection,0,0.0,2025-03-01,2025-06-30
HTI,True,True,Nord-Ouest,Nord-ouest HT01,,,,,2,all,first projection,364241,1.0,2025-03-01,2025-06-30
HTI,True,True,Nord-Ouest,Nord-ouest HT01,,,,,2,3+,first projection,236756,0.65,2025-03-01,2025-06-30
HTI,True,True,Nord-Ouest,Nord-ouest HT01,,,,,2,1,first projection,72848,0.2,2025-03-01,2025-06-30
HTI,True,True,Nord-Ouest,Nord-ouest HT01,,,,,2,2,first projection,54636,0.15,2025-03-01,2025-06-30
HTI,True,True,Nord-Ouest,Nord-ouest HT01,,,,,2,3,first projection,127484,0.35,2025-03-01,2025-06-30
HTI,True,True,Nord-Ouest,Nord-ouest HT01,,,,,2,4,first projection,109272,0.3,2025-03-01,2025-06-30
