market_name,commodity_category,commodity_name,currency_code,price,unit,reference_period_start,reference_period_end,admin1_pcode,admin2_pcode,adm1_name_en,adm2_name_en,geometry,longitude,latitude,year,month,quarter,progressive_quarter,price_is_outlier,longitude_is_outlier,latitude_is_outlier,year_is_outlier,month_is_outlier,quarter_is_outlier,progressive_quarter_is_outlier
Cayes,pulses and nuts,Beans (red),HTG,1200.0,Marmite,2024-06-15,2024-07-14,HT07,HT0711,South,Les Cayes,"MULTIPOLYGON (((-73.79109829299995 18.33671107300006, -73.78862128799994 18.335032581000064, -73.78858917299993 18.33421002600005, -73.78849811499998 18.332338782000022, -73.79001687699997 18.32756799200007, -73.78510058599994 18.32427453500003, -73.78409202899996 18.321014843000057, -73.77887541599995 18.31876754700005, -73.77692481099996 18.316288005000047, -73.77401189599993 18.314760231000037, -73.77064148599999 18.31641026500006, -73.76308687899996 18.325000612000053, -73.75734084799996 18.328017657000032, -73.75108690799993 18.330588399000078, -73.74966707399994 18.33065137500006, -73.74709244999997 18.330779036000024, -73.74311968399996 18.32665935400007, -73.74097774499995 18.323220347000074, -73.73895962599994 18.323604638000063, -73.73855297999995 18.326186421000045, -73.73963074199997 18.330223842000066, -73.73641182299997 18.331774944000074, -73.73412274099996 18.331669418000047, -73.73268214199999 18.32548779800004, -73.73251067599995 18.32434810600006, -73.72974780699997 18.32435683600005, -73.72931026299995 18.320775371000025, -73.72579651399997 18.317381280000063, -73.72272223299996 18.31599622300007, -73.71940634799995 18.316588542000034, -73.71444271499996 18.31995292700003, -73.71252095699998 18.320093559000043, -73.70955832899995 18.316422741000054, -73.70809128499997 18.315220063000027, -73.70547182599995 18.31503960200007, -73.70092245699993 18.31737630500004, -73.69888194599997 18.318220875000065, -73.69484317099995 18.31553658200005, -73.69053095299995 18.313988874000074, -73.68914137099995 18.31383478400005, -73.68752859499995 18.311898884000072, -73.68370516999994 18.31206237500004, -73.68286245999997 18.308396749000053, -73.68521999899997 18.303144752000037, -73.68420949699998 18.297896560000027, -73.68397002599994 18.29703644500006, -73.68202577299996 18.293932582000025, -73.68211959099995 18.290282534000028, -73.68650275099998 18.28608361600004, -73.68881358599998 18.281951692000064, -73.68691395599996 18.27668846100005, -73.68462998999996 18.27098882000007, -73.68407828499994 18.266376380000054, -73.68066186799996 18.264129885000045, -73.68071877799997 18.26034396500006, -73.68338639399997 18.257786929000076, -73.68434547399994 18.25727837000005, -73.68391621099994 18.253995218000057, -73.68886816699995 18.255791317000046, -73.69021361899996 18.255466156000068, -73.69255295899995 18.255030326000053, -73.69262406599995 18.253115105000063, -73.68925952499995 18.25152874300005, -73.68840184799996 18.24986916900008, -73.68565183099997 18.24455493000005, -73.68494973299994 18.238558880000028, -73.69101990699994 18.23872694000005, -73.69676870799998 18.23634430100003, -73.69753123899994 18.235536185000058, -73.69747351199999 18.234397243000046, -73.69651573099998 18.233487081000078, -73.69649428199995 18.23255609200004, -73.69700932899997 18.23197225000007, -73.69912438199998 18.23113717900003, -73.69930659399995 18.23079500700004, -73.69909543099999 18.22994413200007, -73.70052703899995 18.22817364900004, -73.70057840899995 18.22634862700005, -73.70002585499998 18.223082632000057, -73.70063717699998 18.222255404000066, -73.70226855999994 18.221588761000078, -73.70275744899999 18.220697452000024, -73.70272713199995 18.219685088000062, -73.70259212999997 18.218762454000057, -73.69962787199995 18.21555249100004, -73.70004868199999 18.21491369900002, -73.70091931499996 18.21481118300005, -73.70169225399997 18.21259342700006, -73.70389199499994 18.213060131000077, -73.70646580499994 18.212806374000024, -73.70860692199994 18.210968321000053, -73.71121173799997 18.21035322800003, -73.71261283399997 18.210127733000036, -73.71291222899998 18.210554466000076, -73.71380837799995 18.210849589000077, -73.71521619399994 18.210994635000077, -73.71644397499995 18.21119258500005, -73.71826527899998 18.21040049000004, -73.71958697399998 18.209388208000064, -73.72114307299995 18.208648521000043, -73.72172164899996 18.207116195000026, -73.72080959099998 18.205112979000035, -73.72175936799994 18.204531958000075, -73.72284367999998 18.20236125400004, -73.72331841999994 18.202084335000052, -73.72435685499994 18.203609356000072, -73.72718532599998 18.203429374000052, -73.72786853399998 18.203090492000058, -73.72828082699994 18.202307017000066, -73.72979371199995 18.202298967000047, -73.73003539199993 18.201559533000022, -73.73109288199998 18.20177441900006, -73.73107792699994 18.201223107000033, -73.73057985799994 18.200804121000033, -73.72999933999995 18.200014072000045, -73.73000627899995 18.199056248000034, -73.73444750499993 18.19810955300005, -73.73541205799995 18.196787521000033, -73.73582936999998 18.195290218000025, -73.73655965799998 18.194978717000026, -73.73808821899996 18.192783820000045, -73.74012617599993 18.193375526000068, -73.74316811499995 18.19241048600003, -73.74415143699997 18.191088526000044, -73.74661780199995 18.191267271000072, -73.74793538899996 18.190787895000028, -73.74839358099996 18.190176421000047, -73.74911484599994 18.189801567000075, -73.74980805399997 18.189381353000044, -73.75004084099999 18.18855147900007, -73.75056478299996 18.186675183000034, -73.75449980499997 18.183727635000025, -73.75862074999998 18.181214966000027, -73.76671319199994 18.181267094000077, -73.76866544799998 18.18059287400007, -73.78891630299995 18.16963333600006, -73.78975618299995 18.173967292000043, -73.78943735799999 18.174959315000024, -73.78977278599996 18.175675372000057, -73.79147574699994 18.176869947000057, -73.79217809999994 18.17784128900007, -73.79356494799998 18.18101288500003, -73.79394788699994 18.183066686000075, -73.79496898599996 18.185820367000076, -73.79624113299997 18.18781640700007, -73.79731982199996 18.189070267000034, -73.79937849899994 18.190809198000068, -73.80071875999994 18.192525552000063, -73.80318717299997 18.195197790000066, -73.80332016999995 18.19649098800005, -73.80945340899996 18.20391227700003, -73.80623318799996 18.206088228000056, -73.80946725599995 18.210229195000068, -73.82713222099994 18.23121332100004, -73.83217065699995 18.237199455000052, -73.83520023799997 18.24097729500005, -73.83851228299994 18.244964612000047, -73.84147683599997 18.248615478000033, -73.84391610099993 18.251612426000065, -73.84478038499998 18.252503260000026, -73.84720128599997 18.25542777900006, -73.85086964199996 18.259968279000077, -73.85392881499996 18.26368278600006, -73.85610594699995 18.26633460000005, -73.85906247099996 18.269867628000043, -73.86243230099996 18.273855007000066, -73.86296918399995 18.275665581000055, -73.86333100999997 18.276761158000056, -73.86386997499994 18.279692364000027, -73.86515048999996 18.280621729000075, -73.86590949599997 18.281737821000036, -73.86923989599995 18.286041090000026, -73.87198180999997 18.290666188000046, -73.87350056799994 18.294271841000068, -73.87526370899997 18.29665900300006, -73.87576655899994 18.299373036000077, -73.87492998499994 18.299991713000054, -73.87215879999997 18.29985782500006, -73.86958672699996 18.299661919000073, -73.86855366999998 18.302854855000078, -73.86645503899996 18.29823361700005, -73.86652225399996 18.29225152600003, -73.86250381999997 18.286109543000066, -73.85761730499996 18.283992847000036, -73.85390759599994 18.27700316000005, -73.84580030899997 18.27134245600007, -73.84344513199994 18.26845445200007, -73.84248101199995 18.265493528000036, -73.81758719199996 18.273573976000023, -73.81700994199997 18.277790552000056, -73.81212744899995 18.27937790200002, -73.81155848899994 18.282365569000035, -73.81280374799996 18.284262064000075, -73.81569003399994 18.288292304000038, -73.82006760699994 18.287253073000045, -73.82298508399998 18.289503153000055, -73.82551393799997 18.294678771000065, -73.82784387999999 18.297087801000032, -73.82777118299998 18.299464098000044, -73.82844855799993 18.304248753000024, -73.82914773799996 18.31001862100004, -73.83097953599997 18.31339149100006, -73.83098309699994 18.318497356000023, -73.83276492399995 18.322276661000046, -73.83281510499995 18.324671778000038, -73.83002239299998 18.327691053000024, -73.82819551499995 18.327788259000044, -73.82740137399998 18.329093718000024, -73.82769322899998 18.332122854000033, -73.82543002099999 18.333771721000062, -73.82459426899999 18.334218410000062, -73.82211565199998 18.335531523000043, -73.81982276899998 18.334559463000062, -73.81641433199997 18.334836583000026, -73.81417025699994 18.336440253000035, -73.81279888299997 18.33494059800006, -73.81008427799998 18.336152697000045, -73.80343449499998 18.335794775000068, -73.80926792799994 18.344822908000026, -73.80962851999993 18.346054176000052, -73.80772993099998 18.34691887400004, -73.80387504799995 18.347409799000047, -73.80294164199995 18.349645129000066, -73.80431601999999 18.350711018000027, -73.80044680899994 18.350506004000067, -73.79731305599995 18.34933855400004, -73.79146342699994 18.346798355000033, -73.79252814499995 18.346100295000042, -73.79235903399996 18.34456293900007, -73.79107036799996 18.343443213000057, -73.79107696599993 18.342494416000022, -73.79227086299994 18.340911489000064, -73.79369973599995 18.339546965000068, -73.79109829299995 18.33671107300006)))",-73.7645448326059,18.26245876694325,2024,6,2,18,True,True,True,False,False,False,False
Cayes,pulses and nuts,Beans (red),HTG,1320.0,Marmite,2024-12-15,2025-01-14,HT07,HT0711,South,Les Cayes,"MULTIPOLYGON (((-73.79109829299995 18.33671107300006, -73.78862128799994 18.335032581000064, -73.78858917299993 18.33421002600005, -73.78849811499998 18.332338782000022, -73.79001687699997 18.32756799200007, -73.78510058599994 18.32427453500003, -73.78409202899996 18.321014843000057, -73.77887541599995 18.31876754700005, -73.77692481099996 18.316288005000047, -73.77401189599993 18.314760231000037, -73.77064148599999 18.31641026500006, -73.76308687899996 18.325000612000053, -73.75734084799996 18.328017657000032, -73.75108690799993 18.330588399000078, -73.74966707399994 18.33065137500006, -73.74709244999997 18.330779036000024, -73.74311968399996 18.32665935400007, -73.74097774499995 18.323220347000074, -73.73895962599994 18.323604638000063, -73.73855297999995 18.326186421000045, -73.73963074199997 18.330223842000066, -73.73641182299997 18.331774944000074, -73.73412274099996 18.331669418000047, -73.73268214199999 18.32548779800004, -73.73251067599995 18.32434810600006, -73.72974780699997 18.32435683600005, -73.72931026299995 18.320775371000025, -73.72579651399997 18.317381280000063, -73.72272223299996 18.31599622300007, -73.71940634799995 18.316588542000034, -73.71444271499996 18.31995292700003, -73.71252095699998 18.320093559000043, -73.70955832899995 18.316422741000054, -73.70809128499997 18.315220063000027, -73.70547182599995 18.31503960200007, -73.70092245699993 18.31737630500004, -73.69888194599997 18.318220875000065, -73.69484317099995 18.31553658200005, -73.69053095299995 18.313988874000074, -73.68914137099995 18.31383478400005, -73.68752859499995 18.311898884000072, -73.68370516999994 18.31206237500004, -73.68286245999997 18.308396749000053, -73.68521999899997 18.303144752000037, -73.68420949699998 18.297896560000027, -73.68397002599994 18.29703644500006, -73.68202577299996 18.293932582000025, -73.68211959099995 18.290282534000028, -73.68650275099998 18.28608361600004, -73.68881358599998 18.281951692000064, -73.68691395599996 18.27668846100005, -73.68462998999996 18.27098882000007, -73.68407828499994 18.266376380000054, -73.68066186799996 18.264129885000045, -73.68071877799997 18.26034396500006, -73.68338639399997 18.257786929000076, -73.68434547399994 18.25727837000005, -73.68391621099994 18.253995218000057, -73.68886816699995 18.255791317000046, -73.69021361899996 18.255466156000068, -73.69255295899995 18.255030326000053, -73.69262406599995 18.253115105000063, -73.68925952499995 18.25152874300005, -73.68840184799996 18.24986916900008, -73.68565183099997 18.24455493000005, -73.68494973299994 18.238558880000028, -73.69101990699994 18.23872694000005, -73.69676870799998 18.23634430100003, -73.69753123899994 18.235536185000058, -73.69747351199999 18.234397243000046, -73.69651573099998 18.233487081000078, -73.69649428199995 18.23255609200004, -73.69700932899997 18.23197225000007, -73.69912438199998 18.23113717900003, -73.69930659399995 18.23079500700004, -73.69909543099999 18.22994413200007, -73.70052703899995 18.22817364900004, -73.70057840899995 18.22634862700005, -73.70002585499998 18.223082632000057, -73.70063717699998 18.222255404000066, -73.70226855999994 18.221588761000078, -73.70275744899999 18.220697452000024, -73.70272713199995 18.219685088000062, -73.70259212999997 18.218762454000057, -73.69962787199995 18.21555249100004, -73.70004868199999 18.21491369900002, -73.70091931499996 18.21481118300005, -73.70169225399997 18.21259342700006, -73.70389199499994 18.213060131000077, -73.70646580499994 18.212806374000024, -73.70860692199994 18.210968321000053, -73.71121173799997 18.21035322800003, -73.71261283399997 18.210127733000036, -73.71291222899998 18.210554466000076, -73.71380837799995 18.210849589000077, -73.71521619399994 18.210994635000077, -73.71644397499995 18.21119258500005, -73.71826527899998 18.21040049000004, -73.71958697399998 18.209388208000064, -73.72114307299995 18.208648521000043, -73.72172164899996 18.207116195000026, -73.72080959099998 18.205112979000035, -73.72175936799994 18.204531958000075, -73.72284367999998 18.20236125400004, -73.72331841999994 18.202084335000052, -73.72435685499994 18.203609356000072, -73.72718532599998 18.203429374000052, -73.72786853399998 18.203090492000058, -73.72828082699994 18.202307017000066, -73.72979371199995 18.202298967000047, -73.73003539199993 18.201559533000022, -73.73109288199998 18.20177441900006, -73.73107792699994 18.201223107000033, -73.73057985799994 18.200804121000033, -73.72999933999995 18.200014072000045, -73.73000627899995 18.199056248000034, -73.73444750499993 18.19810955300005, -73.73541205799995 18.196787521000033, -73.73582936999998 18.195290218000025, -73.73655965799998 18.194978717000026, -73.73808821899996 18.192783820000045, -73.74012617599993 18.193375526000068, -73.74316811499995 18.19241048600003, -73.74415143699997 18.191088526000044, -73.74661780199995 18.191267271000072, -73.74793538899996 18.190787895000028, -73.74839358099996 18.190176421000047, -73.74911484599994 18.189801567000075, -73.74980805399997 18.189381353000044, -73.75004084099999 18.18855147900007, -73.75056478299996 18.186675183000034, -73.75449980499997 18.183727635000025, -73.75862074999998 18.181214966000027, -73.76671319199994 18.181267094000077, -73.76866544799998 18.18059287400007, -73.78891630299995 18.16963333600006, -73.78975618299995 18.173967292000043, -73.78943735799999 18.174959315000024, -73.78977278599996 18.175675372000057, -73.79147574699994 18.176869947000057, -73.79217809999994 18.17784128900007, -73.79356494799998 18.18101288500003, -73.79394788699994 18.183066686000075, -73.79496898599996 18.185820367000076, -73.79624113299997 18.18781640700007, -73.79731982199996 18.189070267000034, -73.79937849899994 18.190809198000068, -73.80071875999994 18.192525552000063, -73.80318717299997 18.195197790000066, -73.80332016999995 18.19649098800005, -73.80945340899996 18.20391227700003, -73.80623318799996 18.206088228000056, -73.80946725599995 18.210229195000068, -73.82713222099994 18.23121332100004, -73.83217065699995 18.237199455000052, -73.83520023799997 18.24097729500005, -73.83851228299994 18.244964612000047, -73.84147683599997 18.248615478000033, -73.84391610099993 18.251612426000065, -73.84478038499998 18.252503260000026, -73.84720128599997 18.25542777900006, -73.85086964199996 18.259968279000077, -73.85392881499996 18.26368278600006, -73.85610594699995 18.26633460000005, -73.85906247099996 18.269867628000043, -73.86243230099996 18.273855007000066, -73.86296918399995 18.275665581000055, -73.86333100999997 18.276761158000056, -73.86386997499994 18.279692364000027, -73.86515048999996 18.280621729000075, -73.86590949599997 18.281737821000036, -73.86923989599995 18.286041090000026, -73.87198180999997 18.290666188000046, -73.87350056799994 18.294271841000068, -73.87526370899997 18.29665900300006, -73.87576655899994 18.299373036000077, -73.87492998499994 18.299991713000054, -73.87215879999997 18.29985782500006, -73.86958672699996 18.299661919000073, -73.86855366999998 18.302854855000078, -73.86645503899996 18.29823361700005, -73.86652225399996 18.29225152600003, -73.86250381999997 18.286109543000066, -73.85761730499996 18.283992847000036, -73.85390759599994 18.27700316000005, -73.84580030899997 18.27134245600007, -73.84344513199994 18.26845445200007, -73.84248101199995 18.265493528000036, -73.81758719199996 18.273573976000023, -73.81700994199997 18.277790552000056, -73.81212744899995 18.27937790200002, -73.81155848899994 18.282365569000035, -73.81280374799996 18.284262064000075, -73.81569003399994 18.288292304000038, -73.82006760699994 18.287253073000045, -73.82298508399998 18.289503153000055, -73.82551393799997 18.294678771000065, -73.82784387999999 18.297087801000032, -73.82777118299998 18.299464098000044, -73.82844855799993 18.304248753000024, -73.82914773799996 18.31001862100004, -73.83097953599997 18.31339149100006, -73.83098309699994 18.318497356000023, -73.83276492399995 18.322276661000046, -73.83281510499995 18.324671778000038, -73.83002239299998 18.327691053000024, -73.82819551499995 18.327788259000044, -73.82740137399998 18.329093718000024, -73.82769322899998 18.332122854000033, -73.82543002099999 18.333771721000062, -73.82459426899999 18.334218410000062, -73.82211565199998 18.335531523000043, -73.81982276899998 18.334559463000062, -73.81641433199997 18.334836583000026, -73.81417025699994 18.336440253000035, -73.81279888299997 18.33494059800006, -73.81008427799998 18.336152697000045, -73.80343449499998 18.335794775000068, -73.80926792799994 18.344822908000026, -73.80962851999993 18.346054176000052, -73.80772993099998 18.34691887400004, -73.80387504799995 18.347409799000047, -73.80294164199995 18.349645129000066, -73.80431601999999 18.350711018000027, -73.80044680899994 18.350506004000067, -73.79731305599995 18.34933855400004, -73.79146342699994 18.346798355000033, -73.79252814499995 18.346100295000042, -73.79235903399996 18.34456293900007, -73.79107036799996 18.343443213000057, -73.79107696599993 18.342494416000022, -73.79227086299994 18.340911489000064, -73.79369973599995 18.339546965000068, -73.79109829299995 18.33671107300006)))",-73.7645448326059,18.26245876694325,2024,12,4,20,True,True,False,False,False,False,False
Cayes,pulses and nuts,Beans (red),HTG,1300.0,Marmite,2023-06-15,2023-07-14,HT07,HT0711,South,Les Cayes,"MULTIPOLYGON (((-73.79109829299995 18.33671107300006, -73.78862128799994 18.335032581000064, -73.78858917299993 18.33421002600005, -73.78849811499998 18.332338782000022, -73.79001687699997 18.32756799200007, -73.78510058599994 18.32427453500003, -73.78409202899996 18.321014843000057, -73.77887541599995 18.31876754700005, -73.77692481099996 18.316288005000047, -73.77401189599993 18.314760231000037, -73.77064148599999 18.31641026500006, -73.76308687899996 18.325000612000053, -73.75734084799996 18.328017657000032, -73.75108690799993 18.330588399000078, -73.74966707399994 18.33065137500006, -73.74709244999997 18.330779036000024, -73.74311968399996 18.32665935400007, -73.74097774499995 18.323220347000074, -73.73895962599994 18.323604638000063, -73.73855297999995 18.326186421000045, -73.73963074199997 18.330223842000066, -73.73641182299997 18.331774944000074, -73.73412274099996 18.331669418000047, -73.73268214199999 18.32548779800004, -73.73251067599995 18.32434810600006, -73.72974780699997 18.32435683600005, -73.72931026299995 18.320775371000025, -73.72579651399997 18.317381280000063, -73.72272223299996 18.31599622300007, -73.71940634799995 18.316588542000034, -73.71444271499996 18.31995292700003, -73.71252095699998 18.320093559000043, -73.70955832899995 18.316422741000054, -73.70809128499997 18.315220063000027, -73.70547182599995 18.31503960200007, -73.70092245699993 18.31737630500004, -73.69888194599997 18.318220875000065, -73.69484317099995 18.31553658200005, -73.69053095299995 18.313988874000074, -73.68914137099995 18.31383478400005, -73.68752859499995 18.311898884000072, -73.68370516999994 18.31206237500004, -73.68286245999997 18.308396749000053, -73.68521999899997 18.303144752000037, -73.68420949699998 18.297896560000027, -73.68397002599994 18.29703644500006, -73.68202577299996 18.293932582000025, -73.68211959099995 18.290282534000028, -73.68650275099998 18.28608361600004, -73.68881358599998 18.281951692000064, -73.68691395599996 18.27668846100005, -73.68462998999996 18.27098882000007, -73.68407828499994 18.266376380000054, -73.68066186799996 18.264129885000045, -73.68071877799997 18.26034396500006, -73.68338639399997 18.257786929000076, -73.68434547399994 18.25727837000005, -73.68391621099994 18.253995218000057, -73.68886816699995 18.255791317000046, -73.69021361899996 18.255466156000068, -73.69255295899995 18.255030326000053, -73.69262406599995 18.253115105000063, -73.68925952499995 18.25152874300005, -73.68840184799996 18.24986916900008, -73.68565183099997 18.24455493000005, -73.68494973299994 18.238558880000028, -73.69101990699994 18.23872694000005, -73.69676870799998 18.23634430100003, -73.69753123899994 18.235536185000058, -73.69747351199999 18.234397243000046, -73.69651573099998 18.233487081000078, -73.69649428199995 18.23255609200004, -73.69700932899997 18.23197225000007, -73.69912438199998 18.23113717900003, -73.69930659399995 18.23079500700004, -73.69909543099999 18.22994413200007, -73.70052703899995 18.22817364900004, -73.70057840899995 18.22634862700005, -73.70002585499998 18.223082632000057, -73.70063717699998 18.222255404000066, -73.70226855999994 18.221588761000078, -73.70275744899999 18.220697452000024, -73.70272713199995 18.219685088000062, -73.70259212999997 18.218762454000057, -73.69962787199995 18.21555249100004, -73.70004868199999 18.21491369900002, -73.70091931499996 18.21481118300005, -73.70169225399997 18.21259342700006, -73.70389199499994 18.213060131000077, -73.70646580499994 18.212806374000024, -73.70860692199994 18.210968321000053, -73.71121173799997 18.21035322800003, -73.71261283399997 18.210127733000036, -73.71291222899998 18.210554466000076, -73.71380837799995 18.210849589000077, -73.71521619399994 18.210994635000077, -73.71644397499995 18.21119258500005, -73.71826527899998 18.21040049000004, -73.71958697399998 18.209388208000064, -73.72114307299995 18.208648521000043, -73.72172164899996 18.207116195000026, -73.72080959099998 18.205112979000035, -73.72175936799994 18.204531958000075, -73.72284367999998 18.20236125400004, -73.72331841999994 18.202084335000052, -73.72435685499994 18.203609356000072, -73.72718532599998 18.203429374000052, -73.72786853399998 18.203090492000058, -73.72828082699994 18.202307017000066, -73.72979371199995 18.202298967000047, -73.73003539199993 18.201559533000022, -73.73109288199998 18.20177441900006, -73.73107792699994 18.201223107000033, -73.73057985799994 18.200804121000033, -73.72999933999995 18.200014072000045, -73.73000627899995 18.199056248000034, -73.73444750499993 18.19810955300005, -73.73541205799995 18.196787521000033, -73.73582936999998 18.195290218000025, -73.73655965799998 18.194978717000026, -73.73808821899996 18.192783820000045, -73.74012617599993 18.193375526000068, -73.74316811499995 18.19241048600003, -73.74415143699997 18.191088526000044, -73.74661780199995 18.191267271000072, -73.74793538899996 18.190787895000028, -73.74839358099996 18.190176421000047, -73.74911484599994 18.189801567000075, -73.74980805399997 18.189381353000044, -73.75004084099999 18.18855147900007, -73.75056478299996 18.186675183000034, -73.75449980499997 18.183727635000025, -73.75862074999998 18.181214966000027, -73.76671319199994 18.181267094000077, -73.76866544799998 18.18059287400007, -73.78891630299995 18.16963333600006, -73.78975618299995 18.173967292000043, -73.78943735799999 18.174959315000024, -73.78977278599996 18.175675372000057, -73.79147574699994 18.176869947000057, -73.79217809999994 18.17784128900007, -73.79356494799998 18.18101288500003, -73.79394788699994 18.183066686000075, -73.79496898599996 18.185820367000076, -73.79624113299997 18.18781640700007, -73.79731982199996 18.189070267000034, -73.79937849899994 18.190809198000068, -73.80071875999994 18.192525552000063, -73.80318717299997 18.195197790000066, -73.80332016999995 18.19649098800005, -73.80945340899996 18.20391227700003, -73.80623318799996 18.206088228000056, -73.80946725599995 18.210229195000068, -73.82713222099994 18.23121332100004, -73.83217065699995 18.237199455000052, -73.83520023799997 18.24097729500005, -73.83851228299994 18.244964612000047, -73.84147683599997 18.248615478000033, -73.84391610099993 18.251612426000065, -73.84478038499998 18.252503260000026, -73.84720128599997 18.25542777900006, -73.85086964199996 18.259968279000077, -73.85392881499996 18.26368278600006, -73.85610594699995 18.26633460000005, -73.85906247099996 18.269867628000043, -73.86243230099996 18.273855007000066, -73.86296918399995 18.275665581000055, -73.86333100999997 18.276761158000056, -73.86386997499994 18.279692364000027, -73.86515048999996 18.280621729000075, -73.86590949599997 18.281737821000036, -73.86923989599995 18.286041090000026, -73.87198180999997 18.290666188000046, -73.87350056799994 18.294271841000068, -73.87526370899997 18.29665900300006, -73.87576655899994 18.299373036000077, -73.87492998499994 18.299991713000054, -73.87215879999997 18.29985782500006, -73.86958672699996 18.299661919000073, -73.86855366999998 18.302854855000078, -73.86645503899996 18.29823361700005, -73.86652225399996 18.29225152600003, -73.86250381999997 18.286109543000066, -73.85761730499996 18.283992847000036, -73.85390759599994 18.27700316000005, -73.84580030899997 18.27134245600007, -73.84344513199994 18.26845445200007, -73.84248101199995 18.265493528000036, -73.81758719199996 18.273573976000023, -73.81700994199997 18.277790552000056, -73.81212744899995 18.27937790200002, -73.81155848899994 18.282365569000035, -73.81280374799996 18.284262064000075, -73.81569003399994 18.288292304000038, -73.82006760699994 18.287253073000045, -73.82298508399998 18.289503153000055, -73.82551393799997 18.294678771000065, -73.82784387999999 18.297087801000032, -73.82777118299998 18.299464098000044, -73.82844855799993 18.304248753000024, -73.82914773799996 18.31001862100004, -73.83097953599997 18.31339149100006, -73.83098309699994 18.318497356000023, -73.83276492399995 18.322276661000046, -73.83281510499995 18.324671778000038, -73.83002239299998 18.327691053000024, -73.82819551499995 18.327788259000044, -73.82740137399998 18.329093718000024, -73.82769322899998 18.332122854000033, -73.82543002099999 18.333771721000062, -73.82459426899999 18.334218410000062, -73.82211565199998 18.335531523000043, -73.81982276899998 18.334559463000062, -73.81641433199997 18.334836583000026, -73.81417025699994 18.336440253000035, -73.81279888299997 18.33494059800006, -73.81008427799998 18.336152697000045, -73.80343449499998 18.335794775000068, -73.80926792799994 18.344822908000026, -73.80962851999993 18.346054176000052, -73.80772993099998 18.34691887400004, -73.80387504799995 18.347409799000047, -73.80294164199995 18.349645129000066, -73.80431601999999 18.350711018000027, -73.80044680899994 18.350506004000067, -73.79731305599995 18.34933855400004, -73.79146342699994 18.346798355000033, -73.79252814499995 18.346100295000042, -73.79235903399996 18.34456293900007, -73.79107036799996 18.343443213000057, -73.79107696599993 18.342494416000022, -73.79227086299994 18.340911489000064, -73.79369973599995 18.339546965000068, -73.79109829299995 18.33671107300006)))",-73.7645448326059,18.26245876694325,2023,6,2,14,True,True,False,False,False,False,False
